time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-05T23:05:09.770Z,37.2335,-97.9621667,5.31,2.63,ml,13,101,0.009742,0.06,ismpkansas,ismpkansas70110308,2015-07-19T23:20:09.330Z,"Kansas",earthquake
2015-06-05T22:59:49.910Z,37.2338333,-97.9631667,4.96,1.63,ml,10,103,0.009433,0.03,ismpkansas,ismpkansas70110303,2015-07-19T23:20:04.230Z,"Kansas",earthquake
2015-06-05T22:57:39.680Z,37.237,-97.959,4.98,2.05,ml,12,109,0.01401,0.05,ismpkansas,ismpkansas70110298,2015-07-19T23:20:00.650Z,"Kansas",earthquake
2015-06-05T22:53:04.880Z,37.2335,-97.9636667,5.12,3.17,ml,12,100,0.00892,0.05,ismpkansas,ismpkansas70110328,2015-08-10T13:08:21.040Z,"9km SE of Harper, Kansas",earthquake
2015-06-05T22:52:35.030Z,37.2343333,-97.9628333,4.95,2.51,ml,7,104,0.009985,0.03,ismpkansas,ismpkansas70110318,2015-08-10T13:08:21.040Z,"6km ESE of Harper, Kansas",earthquake
2015-06-05T22:52:26.410Z,37.2333333,-97.9633333,5.45,2.67,ml,12,103,0.008973,0.05,ismpkansas,ismpkansas70110288,2015-07-19T23:19:57.080Z,"Kansas",earthquake
2015-06-05T09:50:09.470Z,36.998,-97.6146667,6.19,2.33,ml,13,118,0.1106,0.05,ismpkansas,ismpkansas70110198,2015-07-26T19:29:53.920Z,"Oklahoma",earthquake
2015-06-05T05:30:01.940Z,37.2423333,-98.0315,4.17,1.73,ml,10,147,0.03133,0.03,ismpkansas,ismpkansas70110153,2015-08-10T13:08:20.040Z,"8km ESE of Medford, Oklahoma",earthquake
2015-06-05T00:35:21.170Z,36.9593333,-97.8363333,6.76,1.87,ml,13,99,0.1092,0.07,ismpkansas,ismpkansas70110108,2015-07-26T19:29:46.860Z,"Oklahoma",earthquake
2015-06-04T21:01:27.300Z,37.0513333,-97.92,3,1.71,ml,11,96,0.1498,0.09,ismpkansas,ismpkansas70110098,2015-07-19T23:19:46.240Z,"Kansas",earthquake
2015-06-04T18:03:31.270Z,37.0468333,-97.7611667,2.99,1.67,ml,,,,,ismpkansas,ismpkansas70110093,2015-07-19T23:19:42.390Z,"Kansas",earthquake
2015-06-04T17:21:26.450Z,37.0461667,-97.7585,5.74,2.46,ml,15,101,0.1436,0.05,ismpkansas,ismpkansas70110088,2015-07-19T23:19:38.660Z,"Kansas",earthquake
2015-06-04T11:07:45.460Z,37.2433333,-98.0333333,4.21,1.55,ml,9,152,0.03066,0.04,ismpkansas,ismpkansas70110068,2015-07-19T23:19:33.860Z,"Kansas",earthquake
2015-06-04T09:42:04.290Z,37.0556667,-97.9268333,6.97,2.09,ml,12,74,0.1469,0.08,ismpkansas,ismpkansas70110043,2015-07-19T23:19:28.100Z,"Kansas",earthquake
2015-06-04T09:00:49.620Z,37.0486667,-97.7585,6.33,1.97,ml,14,101,0.1421,0.07,ismpkansas,ismpkansas70110038,2015-07-19T23:19:24.080Z,"Kansas",earthquake
2015-06-02T02:57:27.090Z,37.0406667,-97.5566667,5.85,1.69,ml,10,115,0.06894,0.05,ismpkansas,ismpkansas70109658,2015-07-19T23:19:20.570Z,"Kansas",earthquake
2015-06-02T00:58:08.920Z,37.055,-97.918,7.06,2.99,ml,14,72,,0.08,ismpkansas,ismpkansas70109628,2015-08-08T00:49:53.040Z,"17km SE of Anthony, Kansas",earthquake
2015-06-01T21:21:02.230Z,37.0136667,-97.5488333,6.02,1.83,ml,14,119,0.05686,0.05,ismpkansas,ismpkansas70109608,2015-07-19T23:19:11.870Z,"Kansas",earthquake
2015-06-01T16:39:06.920Z,37.0843333,-98.0396667,5.56,1.76,ml,12,105,0.05912,0.05,ismpkansas,ismpkansas70109563,2015-07-19T23:19:06.740Z,"Kansas",earthquake
2015-06-01T16:35:39.000Z,37.0863333,-98.0378333,5.62,1.83,ml,13,103,0.05895,0.07,ismpkansas,ismpkansas70109558,2015-07-19T23:19:03.040Z,"Kansas",earthquake
2015-06-01T16:34:21.580Z,37.061,-97.9151667,3,1.78,ml,13,71,0.1395,0.06,ismpkansas,ismpkansas70109553,2015-07-19T23:18:58.780Z,"Kansas",earthquake
2015-06-01T12:53:01.400Z,37.0553333,-97.9183333,7.41,2.69,ml,12,72,0.1504,0.06,ismpkansas,ismpkansas70109513,2015-07-19T23:18:47.800Z,"Kansas",earthquake
2015-06-01T11:51:10.990Z,37.1478333,-97.8333333,1.82,2.02,ml,12,95,0.05968,0.05,ismpkansas,ismpkansas70109508,2015-07-19T23:18:44.180Z,"Kansas",earthquake
2015-06-01T11:50:18.400Z,37.1528333,-97.8286667,4.75,1.81,ml,13,69,0.05569,0.06,ismpkansas,ismpkansas70109503,2015-07-19T23:18:40.570Z,"Kansas",earthquake
2015-06-01T02:03:56.580Z,37.0351667,-97.5608333,5.67,2.11,ml,15,105,0.07008,0.07,ismpkansas,ismpkansas70109448,2015-07-19T23:18:34.180Z,"Kansas",earthquake
2015-05-31T22:22:57.280Z,37.0331667,-97.5618333,5.45,1.99,ml,15,107,0.07023,0.05,ismpkansas,ismpkansas70109398,2015-07-19T23:18:29.140Z,"Kansas",earthquake
2015-05-31T19:36:00.870Z,37.0545,-97.9191667,8.83,2.28,ml,11,102,0.1465,0.06,ismpkansas,ismpkansas70109363,2015-07-19T23:18:25.490Z,"Kansas",earthquake
2015-05-31T16:55:21.830Z,37.0463333,-97.9278333,2.74,1.73,ml,12,76,0.1544,0.09,ismpkansas,ismpkansas70109533,2015-07-19T23:18:52.990Z,"Kansas",earthquake
2015-05-31T07:52:40.190Z,37.057,-97.9208333,7.16,2.09,ml,13,73,0.1444,0.07,ismpkansas,ismpkansas70109218,2015-07-19T23:18:17.970Z,"Kansas",earthquake
2015-05-31T05:55:54.700Z,37.0483333,-97.9183333,1.56,2.05,ml,14,75,0.1524,0.06,ismpkansas,ismpkansas70109168,2015-07-19T23:18:14.400Z,"Kansas",earthquake
2015-05-31T00:17:32.860Z,37.0535,-97.9185,1.09,2.34,ml,14,73,0.1474,0.05,ismpkansas,ismpkansas70108343,2015-07-19T23:18:10.450Z,"Kansas",earthquake
2015-05-30T23:47:19.640Z,37.0553333,-97.9196667,6.75,1.87,ml,13,73,0.1458,0.09,ismpkansas,ismpkansas70108328,2015-07-19T23:18:06.590Z,"Kansas",earthquake
2015-05-30T21:10:23.730Z,37.0558333,-97.9245,6.43,3.27,ml,14,74,0.1462,0.06,ismpkansas,ismpkansas70108273,2015-08-08T00:49:23.040Z,"14km SE of Anthony, Kansas",earthquake
2015-05-30T21:04:56.750Z,37.054,-97.9253333,7.85,1.63,ml,12,75,0.1482,0.03,ismpkansas,ismpkansas70108263,2015-07-19T23:17:57.860Z,"Kansas",earthquake
2015-05-30T13:03:32.450Z,36.9595,-97.8355,6.81,1.77,ml,13,66,0.1095,0.05,ismpkansas,ismpkansas70108198,2015-07-26T19:29:42.090Z,"Oklahoma",earthquake
2015-05-30T11:21:39.560Z,37.0491667,-97.919,7.16,3.83,ml,14,74,0.1517,0.05,ismpkansas,ismpkansas70108178,2015-08-08T00:49:14.040Z,"16km SE of Anthony, Kansas",earthquake
2015-05-29T09:41:37.360Z,37.2193333,-97.8763333,2.05,1.71,ml,12,85,0.02171,0.05,ismpkansas,ismpkansas70107903,2015-07-19T23:17:45.170Z,"Kansas",earthquake
2015-05-29T09:01:48.740Z,37.2186667,-97.876,2.39,1.58,ml,12,86,0.02107,0.04,ismpkansas,ismpkansas70107893,2015-07-19T23:17:41.390Z,"Kansas",earthquake
2015-05-29T04:02:26.820Z,37.2491667,-98.028,3.61,1.83,ml,13,154,0.03757,0.05,ismpkansas,ismpkansas70107858,2015-07-19T23:17:37.730Z,"Kansas",earthquake
2015-05-29T02:46:42.740Z,37.054,-97.917,7.42,2.24,ml,13,73,0.1466,0.05,ismpkansas,ismpkansas70107853,2015-07-19T23:17:34.000Z,"Kansas",earthquake
2015-05-28T16:44:32.120Z,37.0821667,-97.8536667,1.33,2.16,ml,13,80,0.1039,0.04,ismpkansas,ismpkansas70107783,2015-08-08T00:48:51.040Z,"18km ESE of Anthony, Kansas",earthquake
2015-05-27T21:38:31.870Z,37.2048333,-97.9655,6.43,1.53,ml,7,125,0.02228,0.02,ismpkansas,ismpkansas70107598,2015-07-19T23:17:19.230Z,"Kansas",earthquake
2015-05-25T10:29:45.930Z,37.136,-97.6518333,5.23,1.92,ml,16,76,0.02678,0.05,ismpkansas,ismpkansas70107103,2015-07-19T23:17:02.660Z,"Kansas",earthquake
2015-05-25T05:10:51.220Z,37.138,-97.6465,5.45,2.89,ml,17,76,0.0226,0.06,ismpkansas,ismpkansas70107078,2015-07-19T23:16:58.760Z,"Kansas",earthquake
2015-05-24T21:50:13.970Z,37.1358333,-97.6525,5.43,2.43,ml,8,144,0.02732,0.05,ismpkansas,ismpkansas70106993,2015-07-19T23:16:55.070Z,"Kansas",earthquake
2015-05-24T21:49:47.670Z,37.137,-97.6503333,5.46,3.14,ml,17,76,0.0256,0.06,ismpkansas,ismpkansas70106943,2015-07-29T01:35:41.040Z,"12km NNW of Caldwell, Kansas",earthquake
2015-05-24T07:34:59.150Z,37.094,-98,5.73,1.66,ml,12,107,0.08155,0.06,ismpkansas,ismpkansas70106783,2015-07-19T23:16:45.820Z,"Kansas",earthquake
2015-05-23T18:46:12.680Z,37.0103333,-97.8728333,5.68,2.47,ml,9,214,0.09282,0.08,ismpkansas,ismpkansas70106753,2015-07-19T23:16:42.160Z,"Kansas",earthquake
2015-05-23T17:58:20.120Z,37.2406667,-97.9503333,2.52,1.95,ml,14,117,0.02155,0.07,ismpkansas,ismpkansas70106628,2015-07-19T23:16:37.730Z,"Kansas",earthquake
2015-05-23T17:38:54.240Z,37.0668333,-97.9893333,1.65,1.95,ml,16,89,,0.08,ismpkansas,ismpkansas70106593,2015-07-19T23:16:30.070Z,"Kansas",earthquake
2015-05-23T07:30:48.620Z,37.0576667,-97.7795,4.45,2.02,ml,17,58,0.01798,0.05,ismpkansas,ismpkansas70106243,2015-07-19T23:16:25.220Z,"Kansas",earthquake
2015-05-22T21:14:16.440Z,37.2425,-98.0313333,3.39,2.21,ml,15,147,0.03153,0.07,ismpkansas,ismpkansas70106088,2015-07-19T23:16:21.570Z,"Kansas",earthquake
2015-05-22T16:43:35.610Z,37.1831667,-98.029,2.88,2.32,ml,15,105,0.05108,0.07,ismpkansas,ismpkansas70106038,2015-07-29T01:35:33.040Z,"3km N of Anthony, Kansas",earthquake
2015-05-22T10:40:26.600Z,37.244,-98.0326667,4.04,2.21,ml,17,152,,0.08,ismpkansas,ismpkansas70105988,2015-07-19T23:16:13.660Z,"Kansas",earthquake
2015-05-22T06:25:47.820Z,37.0203333,-97.8703333,5.37,1.82,ml,14,68,0.08775,0.06,ismpkansas,ismpkansas70105913,2015-07-19T23:16:09.930Z,"Kansas",earthquake
2015-05-21T07:34:53.040Z,37.1371667,-97.6495,5.25,1.76,ml,16,76,0.02494,0.05,ismpkansas,ismpkansas70105703,2015-07-19T23:15:58.700Z,"Kansas",earthquake
2015-05-21T07:06:21.170Z,37.1371667,-97.6498333,5.37,2.01,ml,16,76,0.0252,0.05,ismpkansas,ismpkansas70105698,2015-07-19T23:15:55.000Z,"Kansas",earthquake
2015-05-21T06:38:38.130Z,37.2468333,-98.0228333,1.38,2.06,ml,16,143,,0.07,ismpkansas,ismpkansas70105693,2015-07-19T23:15:51.340Z,"Kansas",earthquake
2015-05-21T06:34:39.070Z,37.2516667,-98.0283333,3.88,2.31,ml,16,159,0.03898,0.07,ismpkansas,ismpkansas70105688,2015-07-29T01:35:30.040Z,"2km W of Harper, Kansas",earthquake
2015-05-21T06:20:31.260Z,37.1371667,-97.6511667,5.3,1.77,ml,11,94,0.02627,0.04,ismpkansas,ismpkansas70105768,2015-07-19T23:16:03.580Z,"Kansas",earthquake
2015-05-21T06:19:24.180Z,37.1368333,-97.652,5.53,2.97,ml,16,77,0.02692,0.05,ismpkansas,ismpkansas70105678,2015-07-19T23:15:43.380Z,"Kansas",earthquake
2015-05-20T12:11:36.310Z,37.2635,-98.0011667,4.02,2.01,ml,15,130,0.03392,0.04,ismpkansas,ismpkansas70105523,2015-07-19T23:15:38.480Z,"Kansas",earthquake
2015-05-20T10:14:04.750Z,37.2355,-97.9615,5.12,2.2,ml,15,103,0.01156,0.06,ismpkansas,ismpkansas70105468,2015-07-19T23:15:33.460Z,"Kansas",earthquake
2015-05-19T13:22:26.670Z,37.0196667,-97.8706667,1.31,2.01,ml,14,86,0.08819,0.06,ismpkansas,ismpkansas70105323,2015-07-19T23:15:29.870Z,"Kansas",earthquake
2015-05-17T20:36:33.980Z,36.9561667,-97.5855,6.23,2.45,ml,18,79,0.1032,0.05,ismpkansas,ismpkansas70104843,2015-07-26T19:29:32.720Z,"Oklahoma",earthquake
2015-05-17T16:32:53.480Z,37.1928333,-98.0343333,5.18,2.18,ml,16,108,0.04073,0.06,ismpkansas,ismpkansas70104758,2015-07-19T23:15:23.300Z,"Kansas",earthquake
2015-05-17T10:05:29.900Z,37.0631667,-97.8541667,1.53,1.67,ml,15,78,0.04765,0.05,ismpkansas,ismpkansas70104698,2015-07-19T23:15:19.720Z,"Kansas",earthquake
2015-05-15T03:37:40.940Z,37.1378333,-97.6523333,5.47,2.01,ml,16,77,,0.05,ismpkansas,ismpkansas70103988,2015-07-19T23:15:06.500Z,"Kansas",earthquake
2015-05-14T23:03:17.990Z,37.2596667,-97.6431667,4.84,1.59,ml,11,147,0.06901,0.07,ismpkansas,ismpkansas70103938,2015-07-19T23:15:01.360Z,"Kansas",earthquake
2015-05-14T18:31:53.680Z,37.2478333,-98.0271667,1.95,2.26,ml,16,151,,0.05,ismpkansas,ismpkansas70103908,2015-07-19T23:14:57.710Z,"Kansas",earthquake
2015-05-14T15:56:39.910Z,37.2485,-98.0288333,3.35,2,ml,14,154,0.03663,0.05,ismpkansas,ismpkansas70103848,2015-07-19T23:14:47.180Z,"Kansas",earthquake
2015-05-14T14:33:54.450Z,37.0735,-97.887,7.04,1.89,ml,16,68,0.1021,0.05,ismpkansas,ismpkansas70103828,2015-07-19T23:14:42.300Z,"Kansas",earthquake
2015-05-14T10:04:32.180Z,37.0536667,-97.9113333,1.48,3.4,ml,16,72,0.1051,0.06,ismpkansas,ismpkansas70103808,2015-07-23T01:03:59.040Z,"17km SE of Anthony, Kansas",earthquake
2015-05-13T06:04:10.420Z,37.2293333,-97.5828333,5.61,1.98,ml,18,103,0.07077,0.09,ismpkansas,ismpkansas70103543,2015-07-19T23:14:26.810Z,"Kansas",earthquake
2015-05-12T18:35:38.660Z,37.0743333,-97.8866667,6.5,1.78,ml,17,63,0.03613,0.05,ismpkansas,ismpkansas70103378,2015-07-19T23:14:18.140Z,"Kansas",earthquake
2015-05-11T21:25:07.910Z,37.0348333,-97.9556667,6.7,2.14,ml,17,87,0.07809,0.07,ismpkansas,ismpkansas70103153,2015-07-19T23:14:03.210Z,"Kansas",earthquake
2015-05-11T09:59:26.360Z,37.0635,-97.851,1.44,1.5,ml,14,83,0.04817,0.05,ismpkansas,ismpkansas70103083,2015-07-19T23:13:56.520Z,"19km SE of Anthony, Kansas",earthquake
2015-05-11T07:38:00.990Z,37.2418333,-97.9686667,1.76,1.62,ml,15,107,0.0152,0.08,ismpkansas,ismpkansas70103063,2015-07-19T23:13:53.020Z,"Kansas",earthquake
2015-05-10T22:11:07.910Z,37.0518333,-97.9135,4.21,1.57,ml,12,94,0.0656,0.07,ismpkansas,ismpkansas70102968,2015-07-19T23:13:49.540Z,"Kansas",earthquake
2015-05-10T02:36:25.420Z,37.1961667,-98.0338333,5.86,2.22,ml,17,106,0.03837,0.07,ismpkansas,ismpkansas70102673,2015-07-19T23:13:43.270Z,"4km N of Anthony, Kansas",earthquake
2015-05-09T20:22:55.310Z,37.0748333,-97.8581667,5.28,1.68,ml,17,61,0.03559,0.07,ismpkansas,ismpkansas70102603,2015-07-19T23:13:38.200Z,"Kansas",earthquake
2015-05-09T18:41:40.830Z,36.9576667,-97.5841667,6.13,2.85,ml,20,79,0.1014,0.05,ismpkansas,ismpkansas70102558,2015-07-26T19:29:24.910Z,"8km SSE of Caldwell, Kansas",earthquake
2015-05-09T13:20:36.210Z,37.252,-98.0283333,3.05,1.54,ml,13,160,0.0392,0.08,ismpkansas,ismpkansas70102498,2015-07-19T23:13:30.660Z,"Kansas",earthquake
2015-05-09T12:30:16.350Z,37.2893333,-97.5998333,6.2,1.71,ml,18,152,0.02402,0.05,ismpkansas,ismpkansas70102488,2015-07-19T23:13:26.710Z,"Kansas",earthquake
2015-05-09T10:13:06.410Z,37.0796667,-97.745,4.72,1.98,ml,18,73,0.03888,0.07,ismpkansas,ismpkansas70102468,2015-07-19T23:13:23.040Z,"Kansas",earthquake
2015-05-09T06:19:52.350Z,37.063,-97.8111667,6.13,2.29,ml,17,70,0.04166,0.04,ismpkansas,ismpkansas70102403,2015-07-19T23:13:17.980Z,"Kansas",earthquake
2015-05-08T18:42:09.270Z,36.9998333,-97.6008333,1.62,1.74,ml,18,85,0.09934,0.06,ismpkansas,ismpkansas70102228,2015-07-26T19:29:20.520Z,"Oklahoma",earthquake
2015-05-08T15:53:34.040Z,37.2358333,-98.0011667,5.01,1.59,ml,13,103,0.02578,0.07,ismpkansas,ismpkansas70102188,2015-07-19T23:13:13.060Z,"Kansas",earthquake
2015-05-08T14:21:30.060Z,37.256,-98.0645,1.93,1.59,ml,16,217,0.03033,0.07,ismpkansas,ismpkansas70102173,2015-07-19T23:13:09.420Z,"Kansas",earthquake
2015-05-07T20:01:24.510Z,37.1945,-98.0351667,5.37,2.25,ml,17,108,0.039,0.07,ismpkansas,ismpkansas70101908,2015-07-19T23:12:59.350Z,"5km N of Anthony, Kansas",earthquake
2015-05-07T07:45:37.780Z,37.0165,-97.9583333,4.93,1.76,ml,16,91,0.05969,0.09,ismpkansas,ismpkansas70101798,2015-07-19T23:12:55.650Z,"Kansas",earthquake
2015-05-07T07:00:10.450Z,37.2048333,-98.0345,5.12,1.76,ml,15,100,0.03182,0.06,ismpkansas,ismpkansas70101783,2015-07-19T23:12:51.890Z,"Kansas",earthquake
2015-05-07T06:32:32.840Z,37.213,-97.9836667,4.38,2.23,ml,18,71,0.01705,0.06,ismpkansas,ismpkansas70101773,2015-07-19T23:12:48.100Z,"Kansas",earthquake
2015-05-07T06:20:17.950Z,37.017,-97.9593333,5.59,2.61,ml,17,91,0.06014,0.05,ismpkansas,ismpkansas70101768,2015-07-19T23:12:44.180Z,"Kansas",earthquake
2015-05-07T03:28:23.260Z,37.0253333,-97.939,6.19,2.24,ml,18,84,0.07104,0.06,ismpkansas,ismpkansas70101753,2015-07-19T23:12:40.010Z,"Kansas",earthquake
2015-05-07T03:17:37.650Z,37.027,-97.9373333,6,2.46,ml,17,83,0.07301,0.07,ismpkansas,ismpkansas70101748,2015-07-19T23:12:35.730Z,"Kansas",earthquake
2015-05-07T01:45:32.450Z,37.0691667,-97.8951667,3.58,2.04,ml,18,65,0.04345,0.08,ismpkansas,ismpkansas70101738,2015-07-19T23:12:31.840Z,"Kansas",earthquake
2015-05-06T22:11:49.800Z,37.2881667,-97.6033333,5.93,2.44,ml,18,152,0.02704,0.06,ismpkansas,ismpkansas70101713,2015-07-19T23:12:27.920Z,"Kansas",earthquake
2015-05-06T17:41:14.990Z,37.1938333,-98.0325,4.63,1.62,ml,11,106,0.04084,0.06,ismpkansas,ismpkansas70101678,2015-07-19T23:12:15.300Z,"Kansas",earthquake
2015-05-06T16:31:17.420Z,37.25,-98.034,4.42,2.04,ml,14,165,0.03454,0.07,ismpkansas,ismpkansas70101663,2015-07-19T23:12:06.710Z,"Kansas",earthquake
2015-05-06T15:38:10.350Z,37.1905,-98.0343333,4.82,2.65,ml,17,110,0.04263,0.07,ismpkansas,ismpkansas70101648,2015-07-19T23:11:59.950Z,"1km NNE of Anthony, Kansas",earthquake
2015-05-06T15:27:59.950Z,37.1951667,-98.0331667,4.94,2.36,ml,17,106,0.03948,0.07,ismpkansas,ismpkansas70101643,2015-07-19T23:11:55.650Z,"Kansas",earthquake
2015-05-06T13:04:10.940Z,37.196,-98.0351667,5.56,1.72,ml,13,108,0.03782,0.06,ismpkansas,ismpkansas70101698,2015-07-19T23:12:22.270Z,"Kansas",earthquake
2015-05-06T13:03:35.690Z,37.2498333,-98.0328333,3.55,1.78,ml,13,163,0.0351,0.07,ismpkansas,ismpkansas70101618,2015-07-19T23:11:50.040Z,"Kansas",earthquake
2015-05-06T12:43:16.980Z,37.2503333,-98.0313333,4.43,1.56,ml,11,161,0.03631,0.04,ismpkansas,ismpkansas70101608,2015-07-19T23:11:44.780Z,"Kansas",earthquake
2015-05-06T12:38:25.620Z,37.2513333,-98.0325,3.97,2.08,ml,16,165,0.03633,0.09,ismpkansas,ismpkansas70101603,2015-07-19T23:11:40.360Z,"Kansas",earthquake
2015-05-06T12:21:16.750Z,37.1135,-98.0116667,6.59,1.56,ml,11,114,0.06746,0.06,ismpkansas,ismpkansas70101598,2015-07-19T23:11:36.710Z,"Kansas",earthquake
2015-05-06T11:33:03.400Z,37.214,-97.891,2.69,1.58,ml,13,82,0.01903,0.06,ismpkansas,ismpkansas70101588,2015-07-19T23:11:32.870Z,"Kansas",earthquake
2015-05-06T10:05:07.610Z,37.2488333,-98.0316667,4.26,3.53,ml,17,159,0.03511,0.06,ismpkansas,ismpkansas70101558,2015-07-19T23:11:24.750Z,"2km SW of Harper, Kansas",earthquake
2015-05-06T09:31:36.230Z,37.0813333,-97.7888333,6.18,1.79,ml,15,77,0.04189,0.04,ismpkansas,ismpkansas70101543,2015-07-19T23:11:20.800Z,"Kansas",earthquake
2015-05-06T09:12:18.130Z,37.2471667,-98.033,3.59,3.12,ml,16,159,0.03322,0.08,ismpkansas,ismpkansas70101668,2015-07-19T23:12:10.690Z,"9km SW of Harper, Kansas",earthquake
2015-05-06T09:12:10.100Z,37.2483333,-98.032,3.56,2.57,ml,14,160,0.03458,0.05,ismpkansas,ismpkansas70101528,2015-07-19T23:11:14.930Z,"3km WSW of Harper, Kansas",earthquake
2015-05-06T06:20:23.730Z,37.2498333,-98.0315,3.89,2.49,ml,16,161,0.03588,0.07,ismpkansas,ismpkansas70101508,2015-07-19T23:11:09.630Z,"Kansas",earthquake
2015-05-06T03:34:08.360Z,37.246,-98.0271667,1.89,1.91,ml,14,148,0.03622,0.07,ismpkansas,ismpkansas70101498,2015-07-19T23:11:04.660Z,"Kansas",earthquake
2015-05-06T03:31:45.230Z,37.249,-98.0325,3.47,2.45,ml,13,161,0.03473,0.06,ismpkansas,ismpkansas70101493,2015-07-19T23:11:00.840Z,"Kansas",earthquake
2015-05-05T21:39:57.530Z,37.1321667,-97.856,4.04,1.88,ml,13,70,0.02684,0.06,ismpkansas,ismpkansas70101438,2015-07-19T23:10:54.420Z,"Kansas",earthquake
2015-05-05T21:25:57.200Z,37.2108333,-97.8941667,2.75,1.87,ml,11,80,0.01603,0.05,ismpkansas,ismpkansas70101433,2015-07-19T23:10:50.770Z,"Kansas",earthquake
2015-05-05T15:04:05.410Z,37.213,-97.9866667,4.87,1.93,ml,12,72,0.01857,0.06,ismpkansas,ismpkansas70101413,2015-07-19T23:10:45.280Z,"Kansas",earthquake
2015-05-05T12:35:26.720Z,37.0255,-97.9733333,6.99,1.99,ml,14,108,0.1159,0.04,ismpkansas,ismpkansas70101393,2015-07-19T23:10:40.530Z,"Kansas",earthquake
2015-05-05T06:33:52.930Z,37.2413333,-97.9616667,1.69,1.64,ml,12,106,0.01636,0.08,ismpkansas,ismpkansas70101303,2015-07-19T23:10:34.400Z,"Kansas",earthquake
2015-05-05T05:03:59.440Z,37.2131667,-97.9846667,4.29,1.83,ml,14,71,0.01741,0.07,ismpkansas,ismpkansas70101268,2015-07-19T23:10:30.410Z,"Kansas",earthquake
2015-05-05T04:45:19.970Z,37.2141667,-97.9858333,4.48,2.03,ml,15,73,0.01727,0.06,ismpkansas,ismpkansas70101243,2015-07-19T23:10:26.750Z,"Kansas",earthquake
2015-05-04T16:23:48.640Z,37.2425,-97.9645,2.15,2.66,ml,14,105,0.01657,0.05,ismpkansas,ismpkansas70101183,2015-07-19T23:10:18.470Z,"Kansas",earthquake
2015-05-04T13:27:04.260Z,36.9516667,-98.0883333,9.1,1.8,ml,14,145,0.1716,0.05,ismpkansas,ismpkansas70101143,2015-07-26T19:29:16.160Z,"Oklahoma",earthquake
2015-05-04T07:35:49.830Z,37.087,-98.0398333,6.45,2.95,ml,14,104,0.05729,0.07,ismpkansas,ismpkansas70101078,2015-07-19T23:10:14.490Z,"7km S of Anthony, Kansas",earthquake
2015-05-04T04:13:15.230Z,37.1906667,-97.8793333,4.48,1.64,ml,8,116,0.007009,0.03,ismpkansas,ismpkansas70101033,2015-07-19T23:10:09.220Z,"Kansas",earthquake
2015-05-04T01:24:20.510Z,37.0051667,-97.9605,6.18,1.92,ml,14,114,0.1251,0.07,ismpkansas,ismpkansas70100813,2015-07-19T23:10:03.950Z,"Kansas",earthquake
2015-05-03T20:04:31.770Z,37.2111667,-97.9873333,3.42,2.01,ml,11,89,0.0203,0.04,ismpkansas,ismpkansas70100748,2015-07-19T23:10:00.010Z,"Kansas",earthquake
2015-05-03T12:29:44.470Z,37.0698333,-97.6401667,4.27,1.72,ml,15,110,0.06844,0.06,ismpkansas,ismpkansas70100733,2015-07-19T23:09:56.380Z,"Kansas",earthquake
2015-05-03T05:54:46.300Z,37.2888333,-97.6053333,6.12,1.85,ml,15,155,0.02822,0.08,ismpkansas,ismpkansas70100693,2015-07-19T23:09:52.620Z,"Kansas",earthquake
2015-05-03T04:51:33.860Z,37.2208333,-98.0501667,4.04,1.92,ml,13,95,0.01256,0.05,ismpkansas,ismpkansas70100673,2015-07-19T23:09:48.950Z,"Kansas",earthquake
2015-05-03T02:46:10.890Z,36.96,-97.6686667,4.76,1.78,ml,17,92,0.1138,0.06,ismpkansas,ismpkansas70100648,2015-07-26T19:29:11.370Z,"Oklahoma",earthquake
2015-05-03T01:23:06.330Z,37.29,-97.6033333,6.16,1.93,ml,17,155,0.0263,0.06,ismpkansas,ismpkansas70100618,2015-07-19T23:09:44.470Z,"Kansas",earthquake
2015-05-03T01:16:18.610Z,36.9605,-97.6683333,3.01,1.7,ml,14,92,0.1136,0.06,ismpkansas,ismpkansas70100613,2015-07-26T19:29:07.220Z,"Oklahoma",earthquake
2015-05-03T00:57:40.730Z,37.1368333,-97.6475,5.14,2.35,ml,16,95,0.02333,0.04,ismpkansas,ismpkansas70100603,2015-07-19T23:09:40.740Z,"Kansas",earthquake
2015-05-02T19:17:45.770Z,37.0433333,-97.909,5.45,1.92,ml,17,73,0.0715,0.08,ismpkansas,ismpkansas70100583,2015-07-19T23:09:36.020Z,"Kansas",earthquake
2015-05-02T08:30:35.080Z,37.1166667,-98.0016667,6.96,2.75,ml,16,67,0.07502,0.05,ismpkansas,ismpkansas70100333,2015-07-19T23:09:29.910Z,"4km SSE of Anthony, Kansas",earthquake
2015-05-01T23:45:34.510Z,36.9616667,-97.6683333,4.53,1.83,ml,15,92,0.1128,0.07,ismpkansas,ismpkansas70100223,2015-07-26T19:29:03.370Z,"Oklahoma",earthquake
2015-04-30T12:49:22.520Z,37.0738333,-97.858,4.71,1.52,ml,17,61,0.03658,0.07,ismpkansas,ismpkansas70099778,2015-07-19T23:09:14.290Z,"Kansas",earthquake
2015-04-30T11:57:22.340Z,37.2108333,-97.988,3.5,2.14,ml,19,71,0.0209,0.07,ismpkansas,ismpkansas70099763,2015-07-19T23:09:10.440Z,"Kansas",earthquake
